LanguageIdk,CodingScheme,FindingCode,Finding group code,Finding group CUI,Finding group preferred label,Finding group SnomedID,Finding code description,Finding code CUI,Finding code preferred label,Finding code snomed ID,Severity code CUI,Severity code preferred label,Severity code snomed ID
1,AgilentB00      ,AV-0015         ,AV,C0003515,aortic valve,34202021,Quadricuspid aortic valve,C0345002,Quadricuspid aortic valve,253611000,C0345002,Quadricuspid aortic valve,253611000
1,AgilentB00      ,AV-0016         ,AV,C0003516,aortic valve,34202022,Dysplastic aortic valve,C1866207,Dysplastic aortic valve,No match,C1866207,Dysplastic aortic valve,No match
1,AgilentB00      ,AV-0017         ,AV,C0003517,aortic valve,34202023,Supravalvular aortic stenosis,C0003499,Supravalvular aortic stenosis,268185002,C0003499,Supravalvular aortic stenosis,268185002
1,AgilentB00      ,AV-0018         ,AV,C0003518,aortic valve,34202024,Supravalvular discrete aortic stenosis,C0003507,aortic stenosis,390722003,C0003507,aortic stenosis,390722003
1,AgilentB00      ,AV-0019         ,AV,C0003519,aortic valve,34202025,Supravalvular tubular aortic stenosis,C0003507,aortic stenosis,390722003,C0003507,aortic stenosis,390722003
1,AgilentB00      ,AV-0020         ,AV,C0003520,aortic valve,34202026,Subvalvar aortic stenosis,C0003507,aortic stenosis,390722003,C0003507,aortic stenosis,390722003
1,AgilentB00      ,AV-0021         ,AV,C0003521,aortic valve,34202027,Subvalvar fibrous aortic stenosis,C0003507,aortic stenosis,390722003,C0003507,aortic stenosis,390722003
1,AgilentB00      ,AV-0022         ,AV,C0003522,aortic valve,34202028,Subvalvar fibromuscular aortic stenosis,C0003507,aortic stenosis,390722003,C0003507,aortic stenosis,390722003
1,AgilentB00      ,AV-0023         ,AV,C0003523,aortic valve,34202029,Subvalvar tunnel aortic stenosis,C0003507,aortic stenosis,390722003,C0003507,aortic stenosis,390722003
1,AgilentB00      ,AV-0024         ,AV,C0003524,aortic valve,34202030,Prolapsed aortic valve cusps,C0003501,aortic valve,34202007,C0003501,aortic valve,34202007
1,AgilentB00      ,AV-0025         ,AV,C0003525,aortic valve,34202031,No aortic valve prolapse,C0003505,aortic valve prolapse,No match,C0003505,aortic valve prolapse,No match
1,AgilentB00      ,AV-0026         ,AV,C0003526,aortic valve,34202032,Aortic valve prolapse into membranous VSD,C0003505,Aortic valve prolapse,No match,C0003505,Aortic valve prolapse,No match
1,AgilentB00      ,AV-0027         ,AV,C0003527,aortic valve,34202033,Aortic valve prolapse into membranous VSD with no AI,C0003505,Aortic valve prolapse,No match,C0003505,Aortic valve prolapse,No match
1,AgilentB00      ,AV-0028         ,AV,C0003528,aortic valve,34202034,Aortic valve prolapse into membranous VSD with aortic insufficiency,C0003505,Aortic valve prolapse,No match,C0003505,Aortic valve prolapse,No match
1,AgilentB00      ,AV-0029         ,AV,C0003529,aortic valve,34202035,Aortic valve prolapse into subpulmonary ventricular septal defect,C0018818,ventricular septal defect,156914003,C0018818,ventricular septal defect,156914003
1,AgilentB00      ,AV-0030         ,AV,C0003530,aortic valve,34202036,Aortic valve prolapse into subpulmonary VSD with no AI,C0003505,Aortic valve prolapse,No match,C0003505,Aortic valve prolapse,No match
1,AgilentB00      ,AV-0031         ,AV,C0003531,aortic valve,34202037,Aortic valve prolapse into subpulmonary VSD with AI,C0003505,Aortic valve prolapse,No match,C0003505,Aortic valve prolapse,No match
1,AgilentB00      ,AV-0032         ,AV,C0003532,aortic valve,34202038,Sinus of Valsalva aneurysm,C2239253,Sinus of Valsalva aneurysm,54160000,C2239253,Sinus of Valsalva aneurysm,54160000
1,AgilentB00      ,AV-0033         ,AV,C0003533,aortic valve,34202039,Vegetation on aortic valve,C0003501,aortic valve,34202007,C0003501,aortic valve,34202007
1,AgilentB00      ,AV-0034         ,AV,C0003534,aortic valve,34202040,Aortic valve insufficiency,C0003504,Aortic valve insufficiency,60234000,C0003504,Aortic valve insufficiency,60234000
1,AgilentB00      ,AV-0035         ,AV,C0003535,aortic valve,34202041,Normal subaortic velocity,C0232357,Normal,45332005,C0232357,Normal,45332005
1,AgilentB00      ,AV-0036         ,AV,C0003536,aortic valve,34202042,Normal aortic valve velocity,C0003501,aortic valve,34202007,C0003501,aortic valve,34202007
1,AgilentB00      ,AV-0037         ,AV,C0003537,aortic valve,34202043,No aortic valve insufficiency,C0003504,aortic valve insufficiency,60234000,C0003504,aortic valve insufficiency,60234000
1,AgilentB00      ,AV-0038         ,AV,C0003538,aortic valve,34202044,Decreased subaortic velocity,C0392756,Decreased,21679004,C0392756,Decreased,21679004
1,AgilentB00      ,AV-0039         ,AV,C0003539,aortic valve,34202045,Increased subaortic velocity,C5236002,Increased,No match,C5236002,Increased,No match
1,AgilentB00      ,AV-0040         ,AV,C0003540,aortic valve,34202046,Decreased aortic valve velocity,C0003501,aortic valve,34202007,C0003501,aortic valve,34202007
1,AgilentB00      ,AV-0041         ,AV,C0003541,aortic valve,34202047,Increased aortic valve velocity,C0003501,aortic valve,34202007,C0003501,aortic valve,34202007
1,AgilentB00      ,AV-0042         ,AV,C0003542,aortic valve,34202048,_ mean subaortic gradient,No match,No match,No match,No match,No match,No match
1,AgilentB00      ,AV-0043         ,AV,C0003543,aortic valve,34202049,_ peak subaortic gradient,No match,No match,No match,No match,No match,No match
1,AgilentB00      ,AV-0044         ,AV,C0003544,aortic valve,34202050,_ mean aortic valve gradient,C0003501,aortic valve,34202007,C0003501,aortic valve,34202007
1,AgilentB00      ,AV-0045         ,AV,C0003545,aortic valve,34202051,_ peak aortic valve gradient,C0003501,aortic valve,34202007,C0003501,aortic valve,34202007
1,AgilentB00      ,AV-0046         ,AV,C0003546,aortic valve,34202052,_ mean supravalvar gradient,No match,No match,No match,No match,No match,No match
1,AgilentB00      ,AV-0047         ,AV,C0003547,aortic valve,34202053,_ peak supravalvar gradient,No match,No match,No match,No match,No match,No match
1,AgilentB00      ,AV-0048         ,AV,C0003548,aortic valve,34202054,_ aortic valve insufficiency,C0003504,aortic valve insufficiency,60234000,C0003504,aortic valve insufficiency,60234000
1,AgilentB00      ,AV-0049         ,AV,C0003549,aortic valve,34202055,Normal prosthetic aortic valve gradient,C0003501,aortic valve,34202007,C0003501,aortic valve,34202007
1,AgilentB00      ,AV-0050         ,AV,C0003550,aortic valve,34202056,_ prosthetic aortic valve stenosis,C0003507,aortic valve stenosis,390722003,C0003507,aortic valve stenosis,390722003
1,AgilentB00      ,AV-0051         ,AV,C0003551,aortic valve,34202057,No prosthetic aortic valve insufficiency,C0003504,aortic valve insufficiency,60234000,C0003504,aortic valve insufficiency,60234000
1,AgilentB00      ,AV-0052         ,AV,C0003552,aortic valve,34202058,_ prosthetic aortic valve insufficiency,C0003504,aortic valve insufficiency,60234000,C0003504,aortic valve insufficiency,60234000
1,AgilentB00      ,AV-0053         ,AV,C0003553,aortic valve,34202059,Normal neoaortic valve velocity,C0232357,Normal,45332005,C0232357,Normal,45332005
1,AgilentB00      ,AV-0054         ,AV,C0003554,aortic valve,34202060,_ mean neoaortic valve gradient,C0184252,valve,No match,C0184252,valve,No match
1,AgilentB00      ,AV-0055         ,AV,C0003555,aortic valve,34202061,_ peak neoaortic valve gradient,C0184252,valve,No match,C0184252,valve,No match
1,AgilentB00      ,AV-0056         ,AV,C0003556,aortic valve,34202062,Mild peak neoaortic valve gradient,C0184252,valve,No match,C0184252,valve,No match
1,AgilentB00      ,AV-0057         ,AV,C0003557,aortic valve,34202063,Moderate peak neoaortic valve gradient,C0334047,Moderate,57045007,C0334047,Moderate,57045007
1,AgilentB00      ,AV-0058         ,AV,C0003558,aortic valve,34202064,Severe peak neoaortic valve gradient,C0334048,Severe,55237006,C0334048,Severe,55237006
1,AgilentB00      ,AV-0059         ,AV,C0003559,aortic valve,34202065,No neoaortic valve insufficiency,C0184252,valve,No match,C0184252,valve,No match
1,AgilentB00      ,AV-0060         ,AV,C0003560,aortic valve,34202066,_ neoaortic valve insufficiency,C0184252,valve,No match,C0184252,valve,No match
1,AgilentB00      ,AV-0061         ,AV,C0003561,aortic valve,34202067,The aortic valve is not well visualized.,C0003501,aortic valve,34202007,C0003501,aortic valve,34202007
1,AgilentB00      ,AV-0070         ,AV,C0003562,aortic valve,34202068,There is systolic doming of the aortic valve leaflets(s).,C0003501,aortic valve,34202007,C0003501,aortic valve,34202007
1,AgilentB00      ,AV-0074         ,AV,C0003563,aortic valve,34202069,The _ coronary cusp is flail.,C0018787,coronary,80891009,C0018787,coronary,80891009
1,AgilentB00      ,AV-0078         ,AV,C0003564,aortic valve,34202070,There is no aortic valvular vegetation.,C1285498,vegetation,363564008,C1285498,vegetation,363564008
1,AgilentB00      ,AV-0079         ,AV,C0003565,aortic valve,34202071,Cannot exclude aortic valvular vegetation.,C1285498,vegetation,363564008,C1285498,vegetation,363564008
1,AgilentB00      ,AV-0080         ,AV,C0003566,aortic valve,34202072,There is a _ vegetation or mass on the aortic valve.,C0003501,aortic valve,34202007,C0003501,aortic valve,34202007
1,AgilentB00      ,AV-0083         ,AV,C0003567,aortic valve,34202073,_ valvular aortic stenosis.,C0003507,aortic stenosis,390722003,C0003507,aortic stenosis,390722003
1,AgilentB00      ,AV-0084         ,AV,C0003568,aortic valve,34202074,_ supravalvular aortic stenosis.,C0003499,supravalvular aortic stenosis,268185002,C0003499,supravalvular aortic stenosis,268185002
1,AgilentB00      ,AV-0085         ,AV,C0003569,aortic valve,34202075,_ subvalvular aortic stenosis.,C0003507,aortic stenosis,390722003,C0003507,aortic stenosis,390722003
1,AgilentB00      ,AV-0088         ,AV,C0003570,aortic valve,34202076,There is an eccentric jet of aortic insufficiency directed against the anterior mitral leaflet.,C0003504,aortic insufficiency,60234000,C0003504,aortic insufficiency,60234000
1,AgilentB00      ,AV-0089         ,AV,C0003571,aortic valve,34202077,There is an eccentric jet of aortic insufficiency directed against the septum.,C0003504,aortic insufficiency,60234000,C0003504,aortic insufficiency,60234000
1,AgilentB00      ,AV-0090         ,AV,C0003572,aortic valve,34202078,The prosthetic aortic valve is not well visualized.,C0003501,aortic valve,34202007,C0003501,aortic valve,34202007
1,AgilentB00      ,AV-0091         ,AV,C0003573,aortic valve,34202079,The prosthetic aortic valve is well-seated.,C0003501,aortic valve,34202007,C0003501,aortic valve,34202007
1,AgilentB00      ,AV-0092         ,AV,C0003574,aortic valve,34202080,There is a _ aortic valve.,C0003501,aortic valve,34202007,C0003501,aortic valve,34202007
1,AgilentB00      ,AV-0093         ,AV,C0003575,aortic valve,34202081,There is a _ aortic mechanical prosthesis.,C0525024,prosthesis,118663006,C0525024,prosthesis,118663006
1,AgilentB00      ,AV-0094         ,AV,C0003576,aortic valve,34202082,A homograft is present.,C0040739,homograft,50223000,C0040739,homograft,50223000
1,AgilentB00      ,AV-0095         ,AV,C0003577,aortic valve,34202083,The prosthetic aortic valve appears to open well.,C0003501,aortic valve,34202007,C0003501,aortic valve,34202007
